duration,mean_freq,spectral_bandwidth,zero_crossing_rate,energy,silence_ratio,fft_peak_freq,pitch_mean,spectral_entropy,spectral_rolloff,chroma_mean,speech_rate,avg_pause_duration,pitch_variability,label
0.1087813526391983,0.11282802373170853,-0.18758538365364075,0.32320210337638855,0.3580517,0.046697162091732025,0.01757589913904667,0.18088579,0.7489665,-0.18696971237659454,0.2138333,1.1509454250335693,2.2001214027404785,-0.13230851,Leitura
-0.42461690306663513,-0.2668914198875427,0.06345197558403015,-0.4224604070186615,-0.19759566,0.47963303327560425,-0.1382041573524475,-1.1331358,0.41605592,-0.2556524872779846,0.018090729,-0.39978528022766113,-0.5203445553779602,-1.2000079,Leitura
-0.247614786028862,-1.7114838361740112,-2.4375948905944824,-1.579147219657898,-0.7344104,-3.631981134414673,-0.7259218692779541,-0.003788376,0.92151374,-1.5288803577423096,-4.16796,-0.24211753904819489,0.33652594685554504,0.14042267,Leitura
-0.24283094704151154,-0.6181506514549255,-0.3495141267776489,-0.7061542272567749,0.58850217,0.2568453848361969,0.19060906767845154,-1.5613202,0.064945415,-0.5680339336395264,-1.1755905,0.1168614998459816,1.1334024667739868,-1.6930542,Leitura
-0.4820229709148407,-0.8793929219245911,0.22388802468776703,-1.3856334686279297,-0.46800694,0.18254023790359497,-0.13235384225845337,-1.226509,-1.4302288,-0.6784622073173523,0.4973822,-0.2667710483074188,-0.5203445553779602,-1.2453114,Leitura
-0.1638975739479065,-0.06933361291885376,-0.2551604211330414,-0.08522137999534607,0.67535573,0.31401246786117554,0.10955435037612915,-0.26619598,0.16320087,-0.18193620443344116,-0.8663934,-0.6663028001785278,-0.5203445553779602,-0.36096886,Leitura
-0.4294007420539856,1.129243016242981,0.8381165862083435,0.8833791613578796,-0.446098,0.0797085165977478,-0.13850058615207672,-1.1362804,0.07368238,0.9716715216636658,0.24663603,-0.3906209170818329,-0.5203445553779602,0.2833584,Leitura
-0.37438657879829407,0.16442322731018066,-0.343183696269989,0.027330497279763222,-0.49356344,0.5360459089279175,-0.4565659165382385,1.2882851,-2.1693525,-0.1649385243654251,0.40414652,-0.48125651478767395,-0.5203445553779602,1.8374553,Leitura
-0.23087134957313538,0.5664857029914856,0.7037227153778076,-0.02619197592139244,-0.39507446,-0.017742831259965897,0.8056500554084778,0.13159387,0.0020242322,0.48413750529289246,-0.62930745,0.09070473909378052,1.2533904314041138,1.4435915,Leitura
-0.5824836492538452,2.8308286666870117,2.038271903991699,2.9597954750061035,-0.60114247,0.3587295413017273,-0.7802515029907227,1.2000855,-0.6368441,2.462754487991333,0.8201609,0.2098633348941803,-0.5203445553779602,0.3114265,Leitura
-0.12323492765426636,-1.0768252611160278,-0.33650240302085876,-1.3215571641921997,0.7525209,0.23889997601509094,0.35882827639579773,-1.8150709,-0.38750386,-0.975849986076355,-0.9474238,-0.6873307824134827,-0.5203445553779602,-0.9897939,Leitura
-0.45571187138557434,-0.9427505135536194,-0.8813118934631348,-0.7689905166625977,0.027409147,0.5041329264640808,0.989547610282898,0.026359124,-1.8808542,-1.0070918798446655,0.23187071,-0.33456817269325256,-0.5203445553779602,0.59323895,Leitura
0.10160558670759201,-0.9367032647132874,-0.751179039478302,-0.9244739413261414,4.5313854,0.529754102230072,0.5853742361068726,-0.8293758,0.88753366,-1.0263663530349731,-0.9309025,-0.7666225433349609,-0.5203445553779602,0.7701604,Leitura
-0.041909635066986084,-0.8252533674240112,-0.9413809776306152,-0.5385132431983948,0.58702534,0.05564277991652489,0.21321925520896912,-0.3406535,-0.17589754,-1.0093473196029663,-0.5242965,0.5768223404884338,2.7115049362182617,0.08978511,Leitura
-0.31937238574028015,0.9603736400604248,0.24358849227428436,-0.24070066213607788,-0.47112206,-3.631981134414673,-0.5503848791122437,2.2825453,0.3833617,0.7271280288696289,0.7094632,2.055788278579712,1.0989339351654053,1.1531601,Leitura
-0.3217643201351166,-0.7246130108833313,-0.44762903451919556,-0.7289057374000549,-0.29290855,0.10760509222745895,0.3957349359989166,-0.6166008,-0.22749841,-0.7106810808181763,-1.0671461,-0.5452696084976196,-0.5203445553779602,-0.22642377,Leitura
-0.4987664222717285,1.675805687904358,2.591672658920288,-0.2739781439304352,-0.66977644,-3.631981134414673,-0.607681155204773,1.3097191,0.22744799,2.074511766433716,2.9272912,2.082355499267578,0.19175787270069122,0.31548354,Leitura
